DEPTH,GR
11.80 ,6.38 
10.11 ,5.16 
17.04 ,8.39 
17.41 ,15.98 
13.16 ,15.80 
5.53 ,6.82 
10.33 ,11.63 
7.35 ,2.73 
12.07 ,4.14 
9.56 ,2.96 
18.10 ,7.88 
7.97 ,17.30 
9.30 ,13.67 
15.50 ,1.37 
16.30 ,8.02 
4.44 ,13.50 
3.12 ,19.08 
4.08 ,10.76 
11.14 ,6.50 
11.02 ,17.76 
16.12 ,13.22 
9.80 ,4.12 
7.16 ,4.23 
9.58 ,18.90 
7.52 ,7.34 
0.73 ,12.73 
5.08 ,7.85 
3.87 ,11.08 
17.48 ,2.73 
12.02 ,8.69 
19.62 ,15.78 
4.69 ,1.56 
3.09 ,10.32 
7.70 ,2.16 
3.38 ,13.36 
7.13 ,12.34 
0.19 ,4.47 
16.42 ,2.63 
11.01 ,3.49 
0.84 ,8.88 
9.44 ,17.23 
15.51 ,12.76 
9.86 ,12.24 
7.80 ,7.51 
5.37 ,6.62 
0.72 ,19.53 
0.72 ,8.81 
2.27 ,15.72 
8.21 ,0.07 
1.70 ,12.28 
0.73 ,13.01 
9.88 ,9.14 
16.58 ,0.78 
16.84 ,11.61 
6.66 ,10.97 
10.45 ,14.51 
16.73 ,15.46 
9.94 ,17.40 
3.50 ,9.74 
6.62 ,17.59 
8.87 ,9.55 
10.02 ,2.30 
9.84 ,0.01 
18.73 ,7.30 
15.30 ,10.08 
6.03 ,5.61 
11.04 ,1.67 
1.52 ,8.45 
19.40 ,6.23 
17.17 ,19.05 
18.04 ,14.24 
8.51 ,1.42 
16.91 ,2.62 
11.88 ,15.26 
5.43 ,12.99 
1.54 ,3.51 
0.15 ,4.93 
19.08 ,1.69 
3.31 ,19.24 
5.30 ,9.69 
12.20 ,13.23 
0.40 ,15.24 
19.34 ,2.30 
2.91 ,5.73 
0.89 ,14.13 
3.47 ,0.63 
8.67 ,5.24 
11.59 ,18.68 
17.90 ,14.45 
6.47 ,7.22 
19.25 ,9.11 
4.87 ,8.95 
8.57 ,14.20 
7.07 ,3.76 
14.64 ,17.63 
18.17 ,8.48 
10.80 ,1.51 
1.62 ,13.69 
10.01 ,15.09 
18.35 ,3.41 
9.63 ,12.87 
9.62 ,8.85 
12.72 ,19.97 
7.39 ,13.35 
14.48 ,14.82 
18.41 ,19.28 
12.05 ,17.97 
1.83 ,3.72 
3.67 ,17.42 
8.98 ,16.21 
15.76 ,18.45 
1.14 ,5.15 
2.56 ,1.30 
1.65 ,15.59 
10.40 ,14.98 
2.79 ,13.67 
4.71 ,17.20 
13.38 ,18.25 
2.99 ,16.36 
0.62 ,1.70 
19.99 ,2.95 
0.28 ,15.55 
15.44 ,10.66 
4.29 ,9.29 
16.69 ,11.09 
16.00 ,5.51 
15.14 ,9.18 
4.05 ,3.20 
0.94 ,3.69 
8.40 ,0.14 
14.24 ,7.75 
0.79 ,6.49 
14.01 ,9.36 
1.48 ,5.58 
17.09 ,8.66 
1.06 ,9.93 
12.35 ,4.26 
3.41 ,13.24 
16.41 ,17.16 
8.99 ,14.40 
17.89 ,13.04 
14.41 ,13.11 
2.72 ,15.46 
5.12 ,2.87 
1.51 ,3.53 
13.68 ,4.65 
6.85 ,9.28 
14.99 ,13.20 
14.60 ,11.00 
0.53 ,13.91 
19.22 ,4.57 
8.44 ,19.76 
9.11 ,6.03 
7.37 ,16.87 
11.11 ,9.40 
16.72 ,9.56 
15.30 ,6.03 
13.34 ,4.07 
3.95 ,12.40 
13.08 ,10.54 
13.58 ,18.94 
4.75 ,18.15 
13.03 ,14.87 
7.49 ,14.03 
9.67 ,11.71 
17.92 ,5.55 
15.30 ,18.94 
17.78 ,12.66 
4.91 ,7.97 
11.04 ,15.57 
0.91 ,17.28 
10.92 ,6.74 
6.20 ,10.09 
13.34 ,5.02 
16.53 ,0.88 
1.17 ,16.79 
7.22 ,13.22 
1.22 ,11.77 
18.25 ,12.98 
10.63 ,3.61 
3.30 ,14.08 
1.68 ,11.46 
11.65 ,7.96 
14.21 ,6.52 
15.42 ,10.43 
6.14 ,8.48 
14.41 ,0.67 
1.38 ,13.28 
6.34 ,9.86 
16.83 ,2.15 
2.25 ,13.01 
19.55 ,6.94 
4.02 ,2.69 
18.15 ,7.23 
5.07 ,3.62 
0.78 ,18.58 
6.92 ,6.39 
4.36 ,5.99 
12.10 ,8.40 
9.35 ,4.68 
2.18 ,14.07 
7.15 ,11.55 
11.59 ,2.04 
2.45 ,11.87 
3.22 ,2.74 
17.59 ,1.87 
18.55 ,8.14 
8.78 ,13.49 
3.72 ,17.56 
13.81 ,8.96 
6.64 ,8.23 
10.23 ,12.83 
9.19 ,6.33 
7.50 ,1.49 
6.28 ,10.28 
1.28 ,15.79 
14.32 ,11.90 
4.03 ,15.38 
10.65 ,10.08 
1.62 ,8.62 
15.58 ,2.70 
17.06 ,14.85 
5.42 ,7.51 
6.10 ,3.01 
3.47 ,14.36 
11.25 ,5.29 
6.76 ,11.38 
10.13 ,6.76 
12.26 ,4.10 
5.44 ,8.92 
2.44 ,3.89 
3.28 ,10.21 
6.48 ,7.08 
19.46 ,6.45 
9.59 ,4.94 
9.21 ,4.17 
9.70 ,17.88 
12.36 ,4.59 
18.41 ,10.64 
13.25 ,7.93 
6.69 ,16.08 
2.57 ,3.74 
19.96 ,17.20 
18.94 ,11.56 
18.64 ,2.93 
6.65 ,12.39 
18.70 ,8.31 
17.29 ,15.02 
2.13 ,7.50 
7.89 ,7.09 
19.70 ,12.97 
17.16 ,0.49 
1.07 ,9.16 
0.44 ,2.45 
15.92 ,18.74 
13.16 ,9.48 
18.09 ,10.11 
10.31 ,4.02 
19.85 ,0.51 
7.86 ,0.99 
11.95 ,12.90 
17.96 ,15.15 
7.89 ,13.41 
17.27 ,7.78 
8.83 ,14.89 
1.55 ,8.81 
2.80 ,12.14 
2.26 ,8.69 
0.76 ,11.49 
4.84 ,5.34 
14.37 ,5.45 
16.40 ,2.21 
9.06 ,2.60 
3.75 ,18.54 
4.26 ,4.94 
3.21 ,17.72 
6.78 ,12.61 
6.19 ,18.51 
18.53 ,12.57 
0.50 ,17.23 
6.26 ,16.47 
1.06 ,0.91 
13.25 ,15.16 
8.29 ,14.24 
11.81 ,15.18 
17.77 ,2.15 
12.03 ,8.78 
3.63 ,16.52 
14.41 ,11.05 
11.06 ,14.66 
2.26 ,18.08 
19.33 ,12.01 
7.12 ,19.65 
18.83 ,5.43 
11.44 ,19.87 
3.78 ,5.93 
7.19 ,14.21 
17.53 ,19.06 
17.80 ,1.16 
13.47 ,12.38 
4.35 ,10.13 
13.52 ,10.21 
17.57 ,5.35 
12.12 ,7.23 
18.00 ,0.48 
18.80 ,10.94 
17.31 ,6.46 
17.79 ,8.18 
9.26 ,6.41 
4.03 ,5.36 
19.97 ,18.03 
17.06 ,19.35 
3.90 ,15.53 
4.53 ,0.71 
11.98 ,0.07 
10.04 ,0.23 
14.24 ,17.97 
18.45 ,6.51 
15.95 ,7.06 
0.35 ,6.56 
1.03 ,9.57 
3.58 ,14.12 
0.19 ,1.84 
12.05 ,5.22 
16.37 ,3.36 
0.38 ,8.39 
0.88 ,15.62 
6.25 ,3.41 
1.82 ,6.38 
14.44 ,11.38 
11.63 ,16.25 
4.23 ,12.11 
7.19 ,4.89 
15.42 ,16.61 
19.36 ,3.89 
4.65 ,19.64 
14.64 ,13.03 
11.86 ,9.05 
1.04 ,8.58 
3.17 ,5.02 
12.35 ,10.57 
11.38 ,10.53 
6.13 ,9.21 
2.55 ,2.41 
4.40 ,4.77 
9.89 ,3.14 
16.58 ,17.01 
5.04 ,5.73 
4.48 ,0.14 
12.93 ,13.08 
16.93 ,9.90 
3.96 ,7.16 
7.77 ,2.39 
7.64 ,13.52 
3.42 ,10.36 
2.23 ,17.83 
13.45 ,12.49 
15.65 ,8.85 
11.88 ,2.11 
15.55 ,19.82 
11.22 ,10.86 
18.38 ,16.65 
4.28 ,14.04 
5.23 ,0.34 
16.59 ,7.76 
19.98 ,2.73 
4.30 ,2.31 
7.83 ,17.35 
5.06 ,17.10 
6.27 ,16.31 
8.02 ,10.30 
3.05 ,3.38 
14.46 ,12.72 
0.19 ,12.54 
5.43 ,0.18 
7.47 ,16.25 
1.34 ,7.80 
11.53 ,0.57 
10.65 ,15.57 
5.11 ,17.34 
18.41 ,7.85 
14.66 ,7.94 
3.58 ,2.24 
13.23 ,15.63 
18.72 ,0.92 
9.96 ,0.54 
4.61 ,2.21 
4.36 ,18.83 
15.96 ,12.96 
6.87 ,18.18 
4.90 ,17.03 
7.39 ,9.06 
10.29 ,15.62 
0.06 ,9.32 
16.04 ,11.95 
6.01 ,2.94 
1.65 ,6.78 
16.17 ,19.11 
11.37 ,15.62 
13.36 ,0.36 
4.02 ,8.12 
12.25 ,6.33 
8.37 ,18.15 
9.70 ,5.75 
18.90 ,19.81 
16.00 ,17.35 
1.05 ,0.42 
6.12 ,16.58 
13.63 ,0.80 
15.88 ,17.48 
12.74 ,13.52 
4.73 ,4.06 
13.30 ,5.31 
13.29 ,8.25 
13.34 ,4.45 
14.80 ,2.35 
15.29 ,0.51 
9.29 ,16.50 
1.28 ,2.31 
4.86 ,4.79 
13.28 ,11.58 
12.64 ,6.44 
2.66 ,16.15 
7.87 ,1.69 
4.93 ,11.64 
19.54 ,7.00 
18.62 ,17.93 
17.45 ,11.29 
6.03 ,17.11 
4.58 ,4.47 
2.52 ,6.54 
17.18 ,13.58 
16.68 ,14.47 
10.18 ,19.12 
10.20 ,19.33 
19.61 ,0.07 
10.09 ,4.96 
3.74 ,15.34 
8.81 ,6.80 
9.93 ,6.24 
14.44 ,5.14 
17.89 ,17.58 
2.45 ,2.99 
1.20 ,3.49 
9.16 ,18.11 
0.87 ,8.27 
2.29 ,14.62 
18.47 ,14.37 
14.94 ,8.85 
2.88 ,4.69 
17.16 ,5.99 
14.30 ,2.43 
4.74 ,6.14 
16.65 ,3.73 
13.76 ,11.02 
12.22 ,10.92 
6.94 ,6.53 
2.63 ,1.64 
8.55 ,9.14 
5.64 ,18.45 
4.79 ,10.10 
12.63 ,4.84 
1.69 ,1.48 
13.01 ,8.43 
4.65 ,1.06 
10.94 ,11.72 
15.35 ,5.02 
14.61 ,13.24 
19.32 ,10.83 
9.80 ,4.90 
12.72 ,7.44 
9.14 ,4.04 
6.19 ,8.00 
9.45 ,8.12 
18.47 ,11.87 
13.49 ,8.84 
6.07 ,16.90 
12.51 ,0.58 
8.96 ,14.83 
2.55 ,10.64 
17.20 ,15.05 
9.74 ,11.68 
13.37 ,0.22 
10.48 ,15.64 
14.64 ,1.45 
18.88 ,5.40 
6.39 ,16.91 
15.69 ,6.13 
4.20 ,17.84 
5.40 ,0.85 
15.83 ,19.93 
19.26 ,10.97 
3.71 ,15.35 
19.00 ,18.24 
4.05 ,1.39 
17.46 ,6.43 
10.29 ,7.87 
13.05 ,2.18 
6.16 ,9.25 
0.51 ,12.50 
12.28 ,10.89 
16.11 ,15.07 
4.93 ,11.07 
15.96 ,18.51 
4.39 ,14.69 
0.68 ,0.09 
19.92 ,10.36 
13.72 ,13.98 
5.10 ,15.71 
17.09 ,13.81 
5.28 ,16.08 
5.83 ,19.87 
13.32 ,5.41 
9.66 ,8.39 
2.84 ,4.59 
18.10 ,15.09 
8.22 ,2.89 
11.19 ,18.07 
5.15 ,5.52 
3.59 ,9.55 
14.80 ,11.74 
9.78 ,4.17 
14.71 ,18.91 
1.00 ,3.81 
10.51 ,15.57 
0.15 ,6.32 
5.56 ,10.52 
9.34 ,0.34 
9.37 ,17.14 
4.97 ,12.21 
13.41 ,19.18 
15.74 ,1.07 
15.14 ,13.92 
0.70 ,10.98 
16.99 ,15.81 
0.88 ,14.30 
15.82 ,8.70 
3.09 ,4.22 
14.47 ,11.26 
6.68 ,10.61 
5.86 ,8.21 
16.66 ,13.19 
10.11 ,18.41 
2.19 ,7.60 
9.12 ,2.52 
17.99 ,2.44 
13.55 ,10.69 
8.63 ,8.51 
13.43 ,4.10 
9.10 ,1.54 
11.20 ,9.40 
10.94 ,4.77 
6.80 ,9.27 
14.96 ,9.72 
13.15 ,13.88 
13.76 ,6.65 
9.94 ,7.92 
10.87 ,14.81 
18.77 ,10.64 
4.64 ,16.28 
7.28 ,19.45 
1.53 ,9.32 
18.45 ,5.76 
11.10 ,0.67 
4.08 ,17.12 
11.20 ,0.81 
6.20 ,13.10 
0.38 ,10.22 
6.60 ,3.61 
16.00 ,1.36 
4.71 ,19.71 
16.99 ,3.59 
12.69 ,13.26 
2.78 ,13.49 
11.89 ,8.02 
16.85 ,11.79 
2.41 ,15.59 
9.20 ,14.32 
7.14 ,3.41 
0.22 ,15.22 
10.20 ,18.46 
19.00 ,11.97 
2.38 ,18.89 
11.58 ,9.06 
15.11 ,4.35 
4.72 ,3.82 
1.58 ,18.68 
3.10 ,9.08 
4.44 ,0.13 
0.74 ,14.79 
6.26 ,4.87 
12.82 ,20.00 
19.76 ,19.10 
13.54 ,8.59 
9.83 ,17.88 
16.50 ,0.65 
7.54 ,8.49 
18.34 ,7.77 
15.95 ,3.67 
4.53 ,9.66 
11.26 ,2.73 
18.04 ,14.16 
1.50 ,8.86 
9.24 ,2.20 
8.47 ,11.05 
14.83 ,6.43 
1.10 ,13.38 
10.89 ,18.97 
10.82 ,6.14 
15.80 ,7.64 
14.08 ,17.79 
10.36 ,3.31 
16.81 ,2.52 
7.22 ,16.75 
4.83 ,9.09 
18.72 ,12.30 
10.85 ,0.09 
9.79 ,10.12 
18.72 ,13.48 
7.79 ,4.71 
19.17 ,10.56 
0.23 ,12.14 
5.08 ,7.77 
10.00 ,18.85 
3.57 ,14.58 
6.59 ,14.95 
7.63 ,12.37 
18.33 ,14.03 
8.35 ,5.98 
6.23 ,14.12 
5.97 ,10.81 
8.59 ,8.75 
6.97 ,6.20 
7.97 ,12.39 
14.48 ,10.19 
12.33 ,4.84 
1.70 ,0.34 
0.74 ,15.97 
11.02 ,13.16 
3.14 ,0.51 
15.41 ,4.29 
9.13 ,13.06 
1.89 ,14.89 
17.04 ,10.72 
15.32 ,4.99 
1.91 ,18.03 
0.47 ,17.71 
13.88 ,3.67 
3.10 ,19.40 
19.25 ,11.92 
17.60 ,17.48 
4.89 ,12.14 
17.81 ,4.65 
17.61 ,8.22 
1.92 ,16.24 
16.56 ,7.32 
3.62 ,0.75 
0.89 ,11.03 
3.94 ,17.02 
5.68 ,1.93 
5.80 ,8.45 
13.96 ,11.32 
2.09 ,11.45 
19.48 ,7.59 
17.21 ,17.54 
3.24 ,1.52 
7.96 ,2.31 
8.90 ,5.42 
14.77 ,17.07 
0.55 ,5.27 
5.72 ,18.25 
1.12 ,7.05 
3.95 ,5.41 
11.77 ,2.11 
12.53 ,17.99 
5.39 ,15.82 
5.48 ,9.15 
0.33 ,2.87 
19.07 ,7.69 
15.97 ,11.49 
2.82 ,16.87 
19.48 ,1.00 
17.55 ,18.83 
17.96 ,17.75 
19.33 ,7.28 
1.04 ,13.90 
2.04 ,13.39 
18.28 ,5.95 
2.03 ,7.90 
13.02 ,0.04 
2.89 ,19.85 
19.94 ,9.30 
4.17 ,2.13 
15.42 ,19.15 
0.54 ,14.83 
2.74 ,5.42 
2.33 ,17.04 
11.04 ,10.63 
5.15 ,6.36 
8.61 ,8.79 
5.20 ,4.13 
2.37 ,19.07 
8.54 ,5.02 
3.85 ,14.78 
18.94 ,1.29 
14.19 ,9.64 
12.21 ,6.38 
7.17 ,7.60 
12.84 ,9.69 
7.25 ,3.36 
8.33 ,1.12 
12.70 ,3.92 
7.38 ,16.86 
9.25 ,5.74 
6.89 ,14.34 
19.67 ,19.06 
14.90 ,15.54 
3.64 ,4.45 
13.02 ,11.32 
18.42 ,0.70 
2.90 ,1.83 
13.36 ,14.11 
10.69 ,15.13 
6.30 ,16.78 
11.85 ,11.76 
11.00 ,14.39 
2.64 ,7.11 
2.15 ,3.45 
1.36 ,8.84 
13.43 ,16.87 
8.66 ,12.95 
14.42 ,2.45 
3.19 ,17.34 
11.89 ,15.28 
1.31 ,9.50 
13.95 ,2.28 
0.70 ,1.18 
15.88 ,13.53 
19.98 ,18.27 
5.09 ,19.69 
18.92 ,8.66 
9.53 ,19.86 
9.33 ,9.74 
0.01 ,15.89 
10.67 ,17.74 
12.25 ,14.58 
13.26 ,3.02 
14.19 ,8.62 
17.07 ,8.14 
0.94 ,10.91 
3.26 ,8.50 
2.04 ,14.54 
3.27 ,0.44 
18.20 ,16.33 
8.09 ,9.03 
9.43 ,19.62 
12.11 ,13.03 
15.09 ,18.71 
17.29 ,10.53 
12.12 ,4.70 
13.49 ,17.95 
19.79 ,5.79 
12.35 ,19.51 
7.79 ,8.68 
17.41 ,18.62 
11.62 ,8.23 
2.26 ,12.58 
7.61 ,18.63 
2.98 ,7.10 
5.15 ,11.99 
16.76 ,17.01 
1.75 ,6.38 
13.04 ,6.80 
2.16 ,16.46 
9.23 ,4.00 
7.50 ,1.99 
17.44 ,15.13 
1.45 ,9.33 
2.57 ,19.69 
19.45 ,12.62 
15.80 ,14.13 
18.48 ,5.99 
17.24 ,8.81 
16.77 ,15.23 
15.39 ,11.86 
5.48 ,17.58 
16.15 ,1.98 
10.49 ,6.20 
4.54 ,5.83 
11.52 ,8.39 
8.25 ,16.14 
8.57 ,15.76 
12.57 ,6.84 
9.62 ,9.74 
3.39 ,16.60 
8.67 ,1.82 
2.66 ,3.57 
5.09 ,12.88 
0.38 ,3.81 
4.23 ,5.96 
5.25 ,10.66 
18.24 ,1.31 
3.54 ,14.72 
16.81 ,9.31 
7.39 ,17.43 
8.98 ,15.32 
0.37 ,13.00 
0.07 ,7.22 
15.49 ,7.82 
0.54 ,14.79 
19.10 ,13.40 
18.64 ,5.52 
10.56 ,3.68 
19.91 ,0.71 
2.05 ,9.60 
13.02 ,1.50 
5.66 ,16.04 
12.48 ,5.84 
2.16 ,9.74 
2.42 ,16.03 
12.49 ,16.47 
11.63 ,2.51 
4.22 ,8.58 
9.40 ,11.68 
12.69 ,2.02 
2.03 ,10.30 
17.31 ,15.98 
9.30 ,18.09 
2.16 ,1.63 
1.25 ,16.84 
8.04 ,9.08 
19.87 ,8.12 
11.74 ,12.74 
4.48 ,7.23 
16.74 ,16.26 
19.62 ,4.54 
15.14 ,12.15 
2.13 ,2.86 
6.49 ,13.63 
3.18 ,2.83 
6.34 ,16.54 
17.60 ,13.63 
8.29 ,3.96 
5.01 ,8.38 
13.47 ,15.22 
0.53 ,8.70 
18.19 ,2.63 
3.53 ,9.43 
16.03 ,3.08 
4.93 ,7.93 
13.71 ,6.32 
11.92 ,1.10 
12.32 ,13.89 
12.24 ,15.84 
6.18 ,3.66 
2.15 ,6.09 
19.79 ,10.14 
12.49 ,11.85 
11.67 ,18.83 
11.63 ,5.21 
18.01 ,2.77 
13.91 ,10.21 
13.71 ,4.77 
6.26 ,7.78 
14.41 ,12.95 
3.45 ,2.07 
11.08 ,8.50 
19.84 ,13.56 
19.22 ,3.41 
16.87 ,8.11 
14.82 ,12.43 
16.45 ,10.33 
16.01 ,1.59 
8.24 ,1.14 
18.44 ,17.39 
18.87 ,17.68 
0.26 ,5.57 
6.17 ,2.94 
6.76 ,17.62 
3.70 ,15.14 
0.65 ,7.24 
15.67 ,12.96 
6.66 ,4.33 
4.16 ,13.77 
6.26 ,11.43 
5.48 ,13.74 
10.70 ,12.57 
9.68 ,17.46 
3.00 ,15.09 
6.50 ,15.89 
13.08 ,10.28 
5.25 ,17.85 
0.33 ,8.76 
0.68 ,10.19 
0.56 ,15.02 
17.43 ,5.06 
2.17 ,16.14 
8.74 ,9.52 
18.56 ,2.27 
17.61 ,19.98 
4.25 ,0.29 
10.89 ,13.60 
12.37 ,7.79 
4.62 ,9.78 
1.19 ,1.76 
6.29 ,9.84 
0.22 ,15.28 
4.40 ,18.36 
10.60 ,4.35 
9.34 ,7.47 
17.82 ,6.39 
11.87 ,17.34 
2.18 ,11.69 
18.96 ,17.67 
19.50 ,5.26 
19.44 ,16.37 
4.95 ,13.89 
2.41 ,16.53 
11.10 ,12.58 
4.80 ,9.40 
14.11 ,11.30 
8.36 ,13.99 
7.42 ,11.73 
16.68 ,8.60 
15.98 ,5.65 
8.71 ,6.65 
10.59 ,8.92 
15.15 ,6.44 
4.24 ,4.69 
6.95 ,5.32 
19.45 ,11.85 
2.36 ,3.68 
11.05 ,2.50 
17.58 ,1.11 
17.41 ,17.93 
13.82 ,15.18 
10.85 ,16.80 
5.73 ,7.32 
7.02 ,12.05 
9.65 ,14.21 
16.81 ,12.54 
9.49 ,15.76 
15.04 ,6.50 
3.24 ,16.99 
18.70 ,6.33 
7.76 ,18.15 
10.09 ,9.85 
16.95 ,18.13 
11.14 ,2.40 
0.19 ,17.02 
15.57 ,3.48 
17.64 ,19.86 
18.23 ,2.28 
16.71 ,2.94 
10.32 ,4.69 
18.52 ,9.48 
17.10 ,4.97 
8.84 ,17.07 
8.52 ,2.13 
5.32 ,19.25 
8.24 ,2.72 
19.43 ,10.94 
14.32 ,3.80 
7.26 ,0.31 
14.67 ,16.64 
15.14 ,3.10 
4.89 ,13.52 
4.54 ,8.08 
2.77 ,11.66 
14.08 ,1.44 
6.19 ,10.72 
5.68 ,0.39 
13.68 ,19.22 
4.15 ,11.91 
12.40 ,8.85 
10.18 ,18.59 
3.33 ,15.60 
16.13 ,3.83 
7.25 ,4.62 
1.93 ,11.93 
10.73 ,5.86 
17.33 ,18.93 
9.43 ,4.94 
15.83 ,8.41 
2.03 ,16.28 
2.33 ,16.05 
9.58 ,4.91 
11.21 ,16.30 
13.87 ,1.34 
8.75 ,11.20 
9.93 ,9.73 
7.99 ,2.44 
10.92 ,2.08 
19.89 ,18.72 
13.10 ,7.86 
2.65 ,12.85 
10.37 ,12.10 
7.81 ,5.91 
13.80 ,11.93 
2.11 ,10.50 
3.86 ,1.70 
12.73 ,5.86 
4.06 ,9.88 
7.49 ,16.95 
10.01 ,13.58 
15.59 ,3.57 
6.81 ,17.17 
10.07 ,17.12 
14.19 ,2.09 
18.51 ,5.44 
16.24 ,2.72 
4.63 ,2.50 
4.52 ,4.16 
1.54 ,9.62 
12.63 ,15.31 
6.97 ,2.10 
19.62 ,2.73 
17.85 ,17.41 
10.30 ,1.89 
16.81 ,3.38 
6.67 ,14.07 
8.31 ,11.68 
12.84 ,12.20 
11.67 ,18.83 
15.89 ,2.61 
8.81 ,15.89 
11.15 ,18.74 
19.11 ,2.52 
11.52 ,2.73 
1.33 ,11.29 
3.07 ,8.22 
12.41 ,18.39 
4.17 ,9.57 
1.62 ,15.49 
4.84 ,10.49 
1.23 ,4.93 
18.61 ,14.47 
13.79 ,18.67 
12.31 ,18.20 
15.98 ,10.94 
4.03 ,11.79 
17.11 ,19.53 
17.12 ,4.83 
14.04 ,0.49 
15.44 ,10.82 
7.09 ,15.05 
8.83 ,7.99 
10.33 ,9.20 
9.65 ,4.35 
14.11 ,3.39 
12.23 ,9.02 
16.44 ,17.06 
3.67 ,19.97 
17.47 ,2.25 
14.55 ,1.03 
0.54 ,0.84 
5.60 ,5.93 
11.43 ,0.59 
4.88 ,4.97 
19.87 ,12.54 
4.35 ,13.50 
8.94 ,8.51 
0.41 ,18.05 
3.67 ,7.42 
3.00 ,8.47 
10.58 ,9.41 
4.39 ,14.68 
17.19 ,0.78 
18.02 ,15.77 
5.92 ,3.45 
10.56 ,8.82 
13.90 ,18.36 
14.22 ,0.24 
18.12 ,8.21 
8.41 ,13.90 
2.91 ,8.84 
19.38 ,19.50 
0.34 ,11.10 
12.77 ,15.76 
16.63 ,19.05 
0.13 ,3.78 
4.71 ,5.73 
16.66 ,15.62 
6.52 ,1.74 
12.08 ,13.57 
19.12 ,13.19 
7.54 ,6.66 
8.62 ,12.37 
2.88 ,4.70 
12.82 ,6.29 
18.09 ,2.43 
11.31 ,1.77 
16.81 ,6.21 
2.84 ,7.31 
12.78 ,11.37 
12.51 ,10.84 
5.56 ,17.48 
1.94 ,0.85 
12.48 ,11.20 
19.32 ,13.56 
3.52 ,4.42 
15.34 ,16.53 
15.81 ,17.78 
5.66 ,6.20 
0.14 ,2.60 
8.52 ,15.73 
8.25 ,17.04 
14.75 ,8.99 
4.62 ,11.37 
9.35 ,13.83 
13.29 ,1.81 
19.18 ,17.24 
8.41 ,3.73 
18.82 ,9.75 
4.92 ,13.27 
10.50 ,16.93 
5.82 ,12.95 
10.22 ,11.51 
15.55 ,17.55 
6.20 ,0.49 
3.49 ,10.46 
11.29 ,5.65 
6.05 ,19.21 
11.16 ,7.60 
3.37 ,15.16 
13.06 ,1.31 
12.28 ,8.02 
11.01 ,6.34 
13.63 ,16.91 
8.67 ,16.28 
9.93 ,13.47 
2.25 ,0.05 
12.19 ,11.80 
6.45 ,15.33 
6.84 ,0.38 
17.03 ,11.14 
8.15 ,19.66 
5.80 ,8.94 
4.40 ,6.64 
5.36 ,11.01 
1.84 ,0.02 
11.94 ,10.98 
13.54 ,18.67 
4.41 ,9.02 
13.61 ,10.26 
5.62 ,5.86 
1.11 ,5.08 
19.48 ,5.41 
19.87 ,6.45 
9.23 ,13.01 
14.78 ,2.75 
17.71 ,3.09 
3.66 ,14.83 
4.06 ,13.92 
12.07 ,3.86 
9.51 ,14.84 
13.24 ,13.46 
15.19 ,3.11 
10.28 ,17.16 
1.63 ,9.06 
18.55 ,17.98 
6.22 ,18.73 
19.11 ,13.62 
14.89 ,2.49 
19.61 ,11.98 
8.84 ,4.09 
5.61 ,18.27 
5.74 ,4.38 
19.02 ,12.79 
10.50 ,5.14 
14.29 ,11.09 
17.59 ,6.25 
17.79 ,8.62 
11.57 ,10.69 
0.17 ,10.50 
14.98 ,10.42 
5.82 ,13.61 
16.88 ,3.93 
4.43 ,6.17 
0.69 ,2.61 
7.88 ,1.92 
8.67 ,16.42 
19.39 ,14.50 
2.29 ,1.01 
19.72 ,7.25 
19.90 ,2.57 
11.30 ,18.69 
19.98 ,14.01 
15.67 ,12.59 
6.13 ,6.77 
16.31 ,0.99 
5.72 ,17.92 
19.30 ,18.20 
18.01 ,0.83 
11.05 ,6.20 
3.57 ,13.63 
4.77 ,11.77 
16.48 ,19.24 
11.47 ,4.37 
7.72 ,13.03 
19.53 ,10.89 
7.64 ,10.98 
11.07 ,17.68 
4.98 ,17.45 
17.20 ,19.70 
10.50 ,0.69 
0.95 ,4.12 
2.94 ,19.92 
7.35 ,9.11 
15.35 ,7.13 
19.82 ,3.05 
11.87 ,7.96 
3.98 ,17.21 
0.43 ,9.38 
11.94 ,11.37 
15.09 ,5.11 
5.15 ,16.10 
14.30 ,14.01 
12.86 ,5.45 
9.13 ,7.01 
14.51 ,7.56 
3.38 ,4.60 
18.01 ,5.74 
2.72 ,18.30 
11.80 ,5.87 
10.58 ,13.13 
8.47 ,8.85 
13.82 ,17.00 
2.24 ,9.64 
5.22 ,10.65 
13.25 ,17.72 
14.98 ,2.14 
7.34 ,17.89 
9.91 ,6.34 
19.44 ,11.74 
2.13 ,12.11 
2.45 ,5.46 
12.72 ,19.46 
3.11 ,14.65 
12.98 ,3.39 
11.77 ,10.54 
3.23 ,9.60 
13.21 ,4.37 
13.91 ,3.59 
1.53 ,11.64 
7.26 ,14.44 
4.79 ,6.05 
7.15 ,19.63 
13.90 ,16.59 
8.14 ,4.39 
8.50 ,9.95 
5.09 ,7.66 
14.66 ,8.25 
10.14 ,19.71 
2.40 ,1.06 
19.75 ,8.04 
10.09 ,18.55 
14.60 ,5.69 
5.62 ,16.85 
2.82 ,15.06 
3.05 ,19.97 
8.65 ,18.55 
11.67 ,3.85 
14.07 ,3.99 
3.37 ,13.94 
12.87 ,4.01 
7.15 ,9.12 
16.75 ,16.56 
19.87 ,6.98 
14.43 ,15.80 
2.02 ,7.53 
