DEPTH,GR
2.45 ,8.68 
8.16 ,6.20 
3.21 ,4.81 
3.28 ,4.29 
3.55 ,2.62 
6.24 ,0.43 
8.56 ,0.90 
5.76 ,4.08 
5.69 ,9.34 
8.80 ,3.36 
2.46 ,5.03 
4.49 ,9.40 
2.64 ,9.71 
2.23 ,1.37 
2.42 ,5.75 
7.96 ,8.99 
6.79 ,3.47 
2.29 ,7.12 
3.59 ,9.79 
4.74 ,4.13 
0.51 ,3.60 
2.27 ,7.83 
1.88 ,5.16 
6.80 ,7.88 
4.81 ,7.96 
8.67 ,1.31 
7.84 ,2.62 
3.88 ,6.43 
4.75 ,8.79 
7.53 ,1.09 
5.78 ,2.04 
4.29 ,8.16 
0.39 ,7.59 
5.51 ,3.80 
8.26 ,4.50 
5.79 ,0.57 
1.08 ,3.56 
9.71 ,8.09 
5.87 ,6.83 
3.18 ,6.87 
2.84 ,8.59 
1.86 ,3.67 
9.94 ,4.84 
2.28 ,3.06 
2.02 ,8.18 
5.16 ,8.11 
3.34 ,5.11 
6.73 ,7.17 
7.18 ,5.78 
4.91 ,2.79 
0.18 ,3.87 
1.26 ,1.60 
1.22 ,5.48 
7.63 ,3.43 
9.16 ,5.14 
0.95 ,2.96 
0.34 ,7.19 
7.63 ,6.04 
5.95 ,8.78 
1.68 ,0.27 
5.55 ,1.05 
6.46 ,9.00 
3.08 ,1.22 
0.88 ,0.54 
9.84 ,2.98 
6.60 ,0.90 
9.52 ,1.15 
5.15 ,3.16 
8.89 ,3.36 
0.79 ,2.86 
3.42 ,8.26 
6.95 ,1.28 
9.31 ,7.01 
4.00 ,7.26 
5.32 ,6.61 
6.15 ,2.82 
9.25 ,9.55 
7.70 ,8.29 
1.82 ,0.71 
1.61 ,5.29 
3.81 ,3.48 
4.60 ,0.51 
1.61 ,0.53 
8.34 ,5.35 
6.35 ,2.66 
3.58 ,7.22 
9.95 ,5.89 
8.78 ,7.84 
8.59 ,5.36 
2.22 ,9.88 
2.10 ,1.24 
4.51 ,4.85 
9.85 ,3.31 
5.01 ,7.89 
5.64 ,5.54 
5.32 ,8.54 
6.69 ,4.70 
6.23 ,8.41 
0.74 ,9.04 
0.00 ,1.27 
3.51 ,4.59 
8.93 ,2.27 
2.94 ,1.70 
4.23 ,3.49 
3.00 ,5.87 
4.61 ,6.50 
8.49 ,1.91 
0.37 ,4.78 
8.00 ,8.14 
6.65 ,0.51 
7.23 ,4.71 
0.21 ,0.18 
4.12 ,3.31 
6.77 ,1.12 
1.63 ,7.01 
1.91 ,3.66 
7.63 ,7.22 
3.50 ,1.59 
6.25 ,3.86 
9.85 ,5.18 
4.67 ,3.53 
6.59 ,3.18 
1.40 ,2.51 
2.08 ,8.40 
6.02 ,4.95 
7.79 ,1.34 
3.80 ,4.60 
3.53 ,2.77 
3.68 ,0.87 
8.88 ,4.12 
4.33 ,3.17 
6.80 ,5.57 
1.85 ,3.00 
9.40 ,5.78 
9.68 ,9.07 
4.52 ,9.54 
2.94 ,7.56 
9.84 ,5.23 
4.72 ,8.06 
4.78 ,8.01 
2.98 ,4.22 
9.88 ,9.85 
3.45 ,5.13 
6.03 ,4.91 
9.66 ,5.95 
3.87 ,9.31 
6.78 ,2.62 
7.10 ,4.14 
8.10 ,2.73 
5.07 ,1.29 
6.92 ,6.43 
9.79 ,4.29 
9.63 ,0.40 
8.11 ,1.38 
6.72 ,3.22 
4.14 ,0.02 
1.65 ,8.68 
4.88 ,7.92 
1.56 ,4.44 
5.76 ,7.62 
0.40 ,6.48 
0.41 ,0.42 
7.75 ,9.31 
0.57 ,9.81 
2.65 ,0.45 
5.17 ,5.01 
5.51 ,3.74 
8.39 ,9.70 
3.38 ,1.12 
4.45 ,6.78 
9.65 ,4.37 
2.07 ,3.35 
3.08 ,1.11 
5.48 ,6.71 
4.17 ,3.08 
5.60 ,3.09 
1.97 ,6.70 
9.59 ,8.80 
2.85 ,5.63 
3.44 ,7.62 
3.75 ,1.74 
1.52 ,9.00 
4.41 ,9.12 
2.59 ,4.20 
5.45 ,5.58 
1.16 ,5.15 
7.06 ,4.52 
3.52 ,6.68 
6.56 ,1.63 
7.65 ,3.63 
8.62 ,9.11 
1.54 ,3.19 
5.14 ,5.76 
2.27 ,2.17 
9.77 ,3.64 
0.39 ,7.47 
0.33 ,7.97 
3.24 ,0.99 
8.20 ,0.12 
9.13 ,6.35 
8.44 ,3.47 
0.38 ,8.31 
1.29 ,2.45 
5.30 ,7.57 
4.75 ,6.75 
5.76 ,7.47 
1.56 ,6.22 
4.35 ,1.79 
3.58 ,0.19 
0.12 ,7.76 
4.13 ,6.80 
7.85 ,5.87 
3.65 ,9.16 
0.27 ,4.62 
2.11 ,3.10 
7.04 ,3.30 
4.94 ,6.69 
0.85 ,6.27 
1.43 ,2.76 
9.67 ,8.34 
0.76 ,0.73 
0.11 ,5.42 
7.08 ,8.67 
5.92 ,7.05 
6.35 ,7.32 
9.33 ,6.08 
1.84 ,4.42 
8.22 ,5.02 
8.46 ,4.89 
8.30 ,9.01 
1.96 ,7.14 
9.35 ,5.64 
5.41 ,8.62 
0.91 ,6.46 
7.00 ,6.77 
0.08 ,4.39 
4.87 ,5.76 
3.38 ,9.23 
6.50 ,1.01 
0.74 ,4.95 
2.56 ,2.94 
8.26 ,6.31 
2.37 ,0.55 
5.77 ,0.03 
2.45 ,7.14 
4.62 ,6.28 
0.09 ,4.16 
1.10 ,8.39 
5.64 ,1.00 
2.85 ,3.97 
4.58 ,1.88 
1.64 ,2.32 
3.01 ,0.47 
9.59 ,8.21 
6.85 ,8.53 
1.69 ,2.57 
2.03 ,4.03 
7.86 ,0.64 
2.94 ,2.70 
1.82 ,2.68 
9.54 ,8.44 
7.01 ,3.40 
8.69 ,5.66 
2.49 ,8.58 
7.04 ,5.69 
0.42 ,9.93 
7.23 ,1.16 
8.56 ,4.67 
8.71 ,5.63 
9.04 ,9.43 
3.47 ,9.95 
4.31 ,1.58 
5.53 ,4.84 
4.30 ,7.46 
9.41 ,4.51 
2.21 ,2.29 
4.61 ,0.60 
5.31 ,5.15 
8.24 ,5.38 
2.75 ,7.77 
5.06 ,3.37 
9.69 ,4.16 
5.31 ,2.96 
6.89 ,1.30 
5.89 ,1.05 
3.44 ,4.26 
7.71 ,0.14 
0.29 ,8.54 
3.35 ,4.07 
3.66 ,8.08 
8.42 ,3.33 
5.16 ,4.98 
4.32 ,6.91 
2.71 ,0.64 
7.90 ,4.51 
8.49 ,9.63 
8.16 ,5.12 
4.10 ,0.92 
5.39 ,8.64 
4.25 ,4.25 
0.26 ,1.14 
3.39 ,7.87 
7.44 ,7.35 
4.47 ,3.21 
3.20 ,4.44 
1.47 ,7.61 
6.98 ,7.52 
9.52 ,7.44 
9.75 ,4.16 
3.29 ,2.34 
2.54 ,6.74 
6.51 ,6.32 
9.49 ,5.14 
5.78 ,3.83 
0.18 ,3.19 
2.91 ,7.68 
4.70 ,1.21 
4.17 ,5.71 
9.76 ,8.33 
7.82 ,9.45 
6.30 ,6.14 
1.91 ,7.68 
8.57 ,1.36 
8.05 ,0.99 
6.43 ,7.36 
7.95 ,0.61 
1.75 ,4.92 
3.86 ,8.50 
5.69 ,2.21 
2.46 ,0.91 
8.28 ,4.36 
0.84 ,6.40 
9.47 ,1.06 
5.17 ,2.91 
8.17 ,0.46 
8.53 ,9.05 
6.67 ,2.88 
4.71 ,3.89 
7.48 ,8.38 
5.11 ,5.93 
7.85 ,4.31 
0.86 ,9.56 
1.66 ,2.18 
3.54 ,3.49 
6.47 ,8.88 
5.38 ,5.21 
1.12 ,0.87 
3.06 ,5.84 
6.56 ,1.35 
4.99 ,4.04 
1.96 ,5.58 
5.50 ,4.25 
5.42 ,6.87 
9.44 ,4.92 
2.45 ,5.86 
0.57 ,2.81 
2.64 ,6.34 
8.68 ,7.41 
8.20 ,7.66 
3.30 ,5.63 
7.91 ,8.03 
8.11 ,8.29 
6.69 ,7.31 
5.84 ,6.76 
2.75 ,5.54 
2.39 ,7.65 
9.19 ,1.73 
3.29 ,6.83 
6.47 ,8.55 
8.35 ,2.13 
5.40 ,9.51 
4.80 ,1.19 
2.33 ,6.73 
9.85 ,5.11 
1.03 ,2.43 
6.11 ,4.68 
1.49 ,8.72 
6.30 ,4.53 
7.45 ,3.69 
4.84 ,4.38 
6.38 ,3.22 
2.41 ,6.62 
3.90 ,8.01 
0.23 ,3.57 
4.07 ,0.26 
6.03 ,8.26 
1.83 ,9.33 
3.15 ,1.27 
4.59 ,9.28 
4.39 ,0.40 
0.08 ,3.53 
5.74 ,0.15 
6.05 ,7.95 
9.31 ,5.46 
0.10 ,6.83 
3.39 ,2.13 
8.35 ,9.25 
2.50 ,5.40 
0.47 ,0.86 
2.00 ,4.55 
0.66 ,0.65 
6.71 ,4.41 
7.24 ,9.46 
8.08 ,1.17 
5.64 ,4.23 
3.52 ,4.45 
9.08 ,7.42 
4.95 ,7.04 
1.53 ,7.98 
0.80 ,2.36 
1.55 ,1.00 
6.18 ,1.77 
4.94 ,0.98 
5.07 ,9.24 
7.00 ,9.41 
9.17 ,2.92 
7.71 ,5.30 
4.65 ,4.26 
1.43 ,3.55 
1.55 ,8.30 
6.74 ,8.54 
3.05 ,2.14 
5.50 ,4.93 
1.21 ,0.41 
4.96 ,2.50 
6.06 ,5.08 
2.92 ,5.80 
3.63 ,9.43 
1.69 ,5.20 
7.04 ,0.16 
0.07 ,1.72 
8.83 ,0.88 
3.10 ,9.31 
3.06 ,7.66 
8.25 ,6.71 
2.23 ,3.69 
4.26 ,1.25 
4.43 ,8.54 
4.31 ,5.72 
1.01 ,1.63 
4.20 ,5.85 
6.90 ,7.07 
0.84 ,6.55 
5.55 ,1.97 
0.27 ,5.37 
4.71 ,6.61 
6.10 ,6.10 
9.19 ,1.00 
6.75 ,8.35 
4.71 ,3.67 
7.98 ,9.26 
6.42 ,2.66 
6.26 ,1.68 
2.53 ,4.43 
9.74 ,6.98 
5.13 ,1.89 
6.95 ,8.12 
2.29 ,2.50 
2.84 ,7.50 
7.82 ,6.64 
4.56 ,7.20 
2.69 ,8.72 
2.33 ,4.02 
4.70 ,0.07 
3.09 ,9.09 
5.73 ,4.50 
4.06 ,3.64 
2.77 ,4.71 
5.25 ,0.79 
8.96 ,2.38 
4.69 ,8.56 
3.77 ,2.41 
6.62 ,5.17 
6.30 ,4.27 
0.24 ,7.70 
1.60 ,0.72 
9.76 ,7.97 
9.57 ,5.06 
5.81 ,0.52 
6.40 ,9.56 
4.37 ,5.67 
1.72 ,0.55 
3.91 ,0.72 
1.16 ,9.81 
3.90 ,9.71 
8.27 ,9.45 
0.23 ,4.22 
7.27 ,5.24 
5.59 ,9.17 
5.44 ,0.59 
0.85 ,7.71 
4.51 ,1.89 
4.32 ,8.65 
4.80 ,3.94 
1.76 ,1.78 
8.61 ,1.11 
3.85 ,3.15 
3.58 ,4.32 
1.47 ,1.45 
9.20 ,7.29 
8.59 ,9.41 
3.84 ,7.84 
3.37 ,1.08 
4.31 ,7.87 
8.17 ,9.80 
5.51 ,2.29 
7.29 ,2.48 
1.95 ,4.98 
4.13 ,7.93 
2.17 ,7.15 
2.60 ,3.97 
4.57 ,8.98 
3.72 ,6.48 
3.70 ,9.05 
4.67 ,3.78 
5.29 ,8.69 
3.28 ,3.69 
7.40 ,4.73 
0.67 ,1.54 
7.18 ,5.57 
4.41 ,5.20 
6.84 ,4.79 
3.72 ,1.94 
9.33 ,4.70 
5.80 ,3.95 
3.90 ,4.92 
4.66 ,0.17 
2.18 ,1.11 
1.41 ,3.36 
0.68 ,6.03 
0.68 ,5.25 
7.86 ,0.40 
3.42 ,0.40 
7.41 ,0.48 
2.98 ,5.65 
8.43 ,9.25 
1.56 ,7.69 
8.15 ,3.43 
1.00 ,9.16 
0.91 ,1.61 
7.19 ,9.41 
3.99 ,7.30 
3.68 ,4.23 
5.18 ,8.30 
4.54 ,0.44 
0.24 ,0.10 
4.75 ,8.78 
4.99 ,4.50 
8.10 ,4.67 
0.02 ,4.91 
0.09 ,1.99 
2.01 ,5.21 
8.27 ,8.55 
7.99 ,1.08 
6.57 ,5.21 
8.50 ,1.71 
0.48 ,4.96 
5.31 ,8.65 
2.15 ,7.83 
0.09 ,8.38 
9.62 ,2.77 
0.48 ,7.95 
6.90 ,3.11 
4.04 ,6.75 
1.83 ,2.60 
5.05 ,8.23 
9.41 ,3.50 
2.94 ,0.87 
4.84 ,1.20 
3.99 ,4.40 
1.25 ,8.89 
4.08 ,8.93 
8.75 ,8.69 
2.43 ,0.23 
3.69 ,6.39 
2.57 ,2.77 
7.90 ,2.79 
7.04 ,0.42 
0.79 ,3.30 
2.95 ,9.06 
2.50 ,6.98 
8.62 ,0.32 
1.50 ,1.21 
2.32 ,6.17 
8.81 ,5.28 
0.56 ,4.59 
2.46 ,5.16 
6.38 ,1.31 
3.90 ,5.76 
9.69 ,7.37 
7.46 ,6.16 
8.26 ,3.84 
5.20 ,9.41 
1.97 ,6.04 
8.51 ,3.86 
3.82 ,8.47 
3.34 ,6.31 
8.41 ,7.30 
9.92 ,7.01 
3.94 ,3.75 
3.45 ,3.92 
7.68 ,6.90 
6.95 ,6.30 
8.70 ,0.24 
8.20 ,6.57 
0.81 ,8.11 
3.51 ,2.04 
9.35 ,2.77 
8.15 ,6.97 
5.78 ,3.45 
0.59 ,4.31 
0.56 ,4.46 
1.41 ,7.12 
4.77 ,7.20 
1.89 ,8.05 
10.00 ,0.62 
9.26 ,3.63 
4.77 ,5.41 
0.73 ,9.63 
4.51 ,2.63 
1.35 ,5.47 
8.79 ,9.72 
2.47 ,7.03 
3.87 ,6.48 
2.47 ,7.03 
3.63 ,3.90 
6.18 ,9.99 
8.69 ,6.02 
9.90 ,3.85 
1.04 ,4.76 
4.35 ,4.25 
9.96 ,5.00 
4.44 ,2.52 
0.55 ,1.87 
9.35 ,3.80 
5.32 ,0.30 
7.52 ,4.81 
8.68 ,0.29 
2.71 ,1.09 
5.57 ,4.52 
7.04 ,6.95 
1.48 ,0.52 
4.34 ,7.66 
9.78 ,1.28 
5.57 ,0.88 
5.69 ,9.43 
9.56 ,4.09 
9.38 ,3.15 
2.94 ,4.30 
5.64 ,9.43 
1.61 ,6.64 
1.00 ,5.50 
1.59 ,3.46 
9.30 ,6.98 
4.08 ,9.70 
5.85 ,5.34 
8.45 ,8.15 
2.93 ,1.09 
9.63 ,4.24 
1.90 ,6.56 
9.28 ,4.01 
7.55 ,0.38 
8.46 ,6.54 
0.93 ,3.54 
2.22 ,4.35 
0.66 ,4.92 
3.63 ,8.77 
7.98 ,7.59 
1.84 ,3.20 
1.29 ,8.70 
3.90 ,0.91 
6.92 ,0.63 
4.01 ,1.22 
1.02 ,2.61 
6.56 ,3.33 
5.60 ,4.72 
7.54 ,0.17 
1.86 ,1.41 
7.72 ,1.74 
1.32 ,7.75 
5.51 ,1.60 
9.19 ,8.74 
4.85 ,3.97 
6.10 ,0.79 
7.03 ,7.77 
2.46 ,2.53 
9.06 ,4.60 
3.28 ,8.41 
5.22 ,0.86 
8.39 ,6.41 
3.80 ,0.33 
5.47 ,4.57 
9.71 ,1.74 
0.46 ,4.87 
9.99 ,6.78 
9.10 ,2.68 
0.11 ,8.83 
9.36 ,5.06 
8.71 ,6.65 
4.84 ,9.32 
3.62 ,1.62 
9.69 ,4.66 
1.84 ,8.87 
5.36 ,8.18 
0.90 ,3.80 
4.17 ,2.48 
1.72 ,6.52 
5.28 ,6.04 
1.26 ,5.56 
3.80 ,5.26 
8.23 ,5.17 
5.43 ,4.80 
1.04 ,8.24 
1.53 ,9.52 
1.18 ,1.66 
8.88 ,6.47 
0.64 ,8.55 
4.46 ,3.48 
2.56 ,3.21 
4.00 ,1.28 
0.72 ,1.07 
3.98 ,1.04 
6.55 ,2.50 
4.27 ,6.96 
3.62 ,6.55 
6.17 ,4.50 
7.77 ,3.97 
8.37 ,1.26 
8.33 ,1.63 
7.04 ,9.46 
3.26 ,6.07 
3.38 ,3.21 
8.90 ,5.04 
0.24 ,7.00 
4.32 ,4.52 
1.02 ,7.19 
5.28 ,0.02 
1.16 ,8.32 
6.17 ,1.76 
5.67 ,0.85 
3.87 ,6.03 
7.84 ,0.47 
6.66 ,6.92 
8.75 ,2.38 
5.13 ,2.03 
1.93 ,6.09 
8.81 ,4.57 
1.47 ,7.03 
6.41 ,4.95 
6.90 ,8.81 
0.08 ,0.23 
4.02 ,0.06 
1.86 ,4.44 
0.14 ,8.16 
7.05 ,2.76 
7.98 ,6.39 
2.93 ,5.90 
3.64 ,7.31 
8.86 ,5.06 
8.70 ,1.64 
1.36 ,8.03 
6.99 ,4.18 
4.83 ,8.72 
8.48 ,0.13 
3.40 ,1.00 
9.00 ,3.16 
6.20 ,7.51 
9.08 ,5.91 
8.45 ,2.34 
8.19 ,6.63 
7.31 ,2.21 
0.34 ,0.21 
9.35 ,1.27 
8.46 ,3.51 
9.20 ,6.03 
8.41 ,8.20 
9.45 ,5.73 
4.42 ,5.36 
3.25 ,5.95 
4.16 ,2.34 
2.79 ,4.33 
4.53 ,2.73 
6.21 ,6.76 
1.87 ,3.07 
4.16 ,8.17 
3.07 ,3.38 
5.08 ,9.63 
6.96 ,9.10 
0.95 ,2.64 
8.32 ,2.82 
3.22 ,4.14 
9.94 ,9.14 
3.14 ,4.69 
9.42 ,1.77 
9.71 ,0.15 
3.61 ,1.55 
3.32 ,1.76 
8.87 ,4.86 
1.51 ,3.70 
4.26 ,5.75 
7.68 ,4.12 
6.12 ,0.12 
4.25 ,9.34 
3.68 ,2.53 
1.63 ,7.83 
7.53 ,9.35 
0.28 ,9.80 
9.57 ,0.01 
1.87 ,1.98 
0.28 ,8.54 
0.74 ,1.63 
4.20 ,1.68 
4.94 ,4.86 
4.37 ,3.56 
4.15 ,1.60 
4.17 ,5.18 
0.21 ,7.99 
2.40 ,7.88 
2.30 ,1.96 
7.51 ,5.93 
5.34 ,4.01 
2.76 ,2.28 
2.65 ,1.98 
9.55 ,3.13 
0.27 ,4.31 
4.53 ,0.23 
0.15 ,5.31 
9.08 ,7.65 
7.13 ,2.22 
0.12 ,1.07 
5.13 ,2.65 
2.13 ,1.40 
0.60 ,8.00 
6.14 ,0.11 
7.33 ,1.96 
8.70 ,3.68 
9.34 ,4.88 
8.08 ,4.05 
4.65 ,0.80 
2.50 ,6.51 
0.74 ,7.06 
0.08 ,5.20 
4.21 ,6.49 
2.55 ,6.71 
9.13 ,1.43 
8.50 ,0.58 
3.89 ,7.92 
2.25 ,8.45 
10.00 ,0.54 
6.96 ,3.25 
1.35 ,8.91 
1.48 ,0.97 
4.79 ,3.87 
9.99 ,0.03 
0.09 ,0.58 
2.76 ,4.72 
5.71 ,2.89 
2.39 ,9.98 
8.83 ,2.53 
2.09 ,5.64 
7.89 ,7.53 
2.89 ,1.24 
5.49 ,3.07 
7.84 ,4.18 
0.72 ,4.08 
3.38 ,4.41 
2.71 ,8.85 
5.09 ,8.35 
6.17 ,7.22 
4.49 ,1.87 
5.46 ,8.47 
4.62 ,6.33 
0.88 ,6.06 
7.21 ,9.49 
7.71 ,5.72 
3.49 ,6.30 
1.28 ,3.43 
2.45 ,6.47 
9.56 ,8.43 
0.21 ,8.38 
6.19 ,4.63 
4.56 ,6.67 
1.24 ,6.12 
8.03 ,6.49 
7.45 ,3.78 
5.77 ,2.39 
1.65 ,8.70 
8.16 ,2.91 
8.11 ,9.25 
2.85 ,0.64 
2.51 ,3.21 
7.33 ,5.92 
4.55 ,7.89 
7.41 ,6.35 
5.91 ,9.11 
5.31 ,7.08 
4.41 ,7.68 
1.41 ,3.91 
8.93 ,6.73 
6.47 ,0.40 
4.23 ,0.05 
6.26 ,0.53 
5.94 ,8.56 
2.39 ,2.75 
9.07 ,1.32 
0.87 ,5.68 
2.36 ,9.76 
5.22 ,6.55 
7.49 ,3.48 
5.72 ,3.39 
8.89 ,5.57 
8.12 ,6.45 
5.06 ,7.36 
5.94 ,0.95 
6.66 ,8.41 
3.73 ,1.59 
8.10 ,0.76 
5.84 ,5.48 
7.45 ,5.56 
7.67 ,1.42 
1.33 ,1.11 
9.07 ,3.25 
1.78 ,0.77 
3.82 ,6.92 
4.88 ,8.58 
4.39 ,4.05 
9.48 ,7.88 
5.49 ,6.24 
4.97 ,7.99 
9.70 ,2.72 
6.00 ,3.80 
7.36 ,0.33 
8.52 ,3.45 
6.23 ,8.41 
2.48 ,8.38 
0.11 ,7.99 
9.65 ,5.47 
2.86 ,0.47 
6.68 ,5.31 
6.80 ,6.42 
0.20 ,3.07 
0.33 ,2.55 
5.69 ,2.65 
6.26 ,7.96 
5.47 ,9.60 
9.78 ,1.53 
1.03 ,9.43 
4.64 ,7.35 
6.84 ,7.95 
2.24 ,1.48 
8.94 ,4.82 
0.40 ,6.83 
8.17 ,4.38 
9.85 ,4.95 
0.62 ,9.98 
8.42 ,1.32 
2.83 ,8.75 
1.06 ,0.80 
0.99 ,2.52 
0.32 ,9.01 
7.47 ,1.05 
8.79 ,1.61 
9.86 ,0.36 
5.80 ,3.78 
3.50 ,2.17 
3.49 ,3.29 
2.03 ,9.50 
3.65 ,6.03 
6.25 ,9.48 
7.99 ,1.13 
4.72 ,2.56 
9.17 ,5.66 
0.09 ,8.56 
1.73 ,9.18 
2.85 ,8.99 
0.89 ,2.09 
0.02 ,5.43 
7.81 ,6.31 
6.09 ,7.56 
7.76 ,9.26 
1.16 ,9.92 
8.50 ,1.43 
8.23 ,3.48 
9.06 ,7.92 
3.92 ,4.20 
3.08 ,5.96 
2.73 ,3.02 
3.63 ,7.15 
3.47 ,2.92 
6.11 ,5.39 
4.50 ,5.06 
4.59 ,2.69 
5.63 ,1.04 
6.24 ,1.96 
7.36 ,5.73 
4.46 ,4.07 
8.43 ,4.16 
3.10 ,8.97 
3.21 ,6.26 
3.63 ,3.95 
6.42 ,5.09 
4.57 ,6.29 
6.09 ,0.95 
0.83 ,9.82 
5.07 ,3.18 
0.60 ,6.00 
5.05 ,9.57 
8.36 ,2.16 
4.86 ,7.92 
2.62 ,0.38 
4.16 ,2.10 
0.42 ,7.16 
6.34 ,4.04 
9.68 ,5.84 
7.73 ,7.04 
9.00 ,3.64 
9.29 ,3.48 
4.47 ,9.63 
2.90 ,8.60 
8.15 ,2.74 
3.60 ,7.34 
2.90 ,2.29 
7.21 ,7.98 
5.52 ,2.67 
8.79 ,9.57 
2.70 ,2.36 
0.40 ,3.43 
0.61 ,0.47 
7.57 ,9.93 
0.08 ,0.77 
8.27 ,7.59 
7.93 ,6.87 
9.44 ,2.44 
2.21 ,1.55 
5.58 ,6.22 
9.25 ,4.22 
8.54 ,2.84 
3.31 ,8.32 
8.16 ,8.52 
0.64 ,9.68 
9.56 ,6.02 
1.95 ,9.91 
4.01 ,7.95 
0.90 ,3.92 
6.60 ,4.63 
6.82 ,6.61 
4.32 ,4.39 
4.07 ,7.30 
5.32 ,4.13 
2.85 ,0.15 
2.85 ,6.14 
4.02 ,1.75 
5.20 ,2.48 
2.57 ,5.01 
1.04 ,4.45 
9.05 ,7.59 
8.21 ,4.75 
5.49 ,4.79 
9.65 ,3.27 
1.42 ,9.93 
6.86 ,7.75 
0.91 ,8.32 
5.44 ,0.34 
2.81 ,7.24 
9.95 ,5.51 
2.08 ,5.44 
3.99 ,1.43 
4.80 ,8.95 
0.61 ,6.92 
4.26 ,3.87 
4.54 ,7.88 
5.91 ,5.61 
8.31 ,4.57 
6.98 ,3.86 
1.58 ,7.70 
4.52 ,4.85 
1.40 ,2.30 
7.78 ,5.42 
3.06 ,3.75 
7.86 ,6.27 
0.72 ,0.31 
8.79 ,3.13 
0.58 ,0.96 
5.68 ,0.59 
7.10 ,1.37 
3.85 ,7.74 
0.97 ,0.26 
8.84 ,3.27 
2.45 ,6.79 
5.83 ,7.79 
2.29 ,7.15 
7.88 ,7.20 
3.76 ,6.75 
6.47 ,8.30 
4.17 ,2.93 
2.38 ,3.04 
8.32 ,1.45 
8.60 ,7.19 
1.54 ,6.47 
6.62 ,0.38 
5.10 ,4.66 
9.06 ,6.77 
3.47 ,2.91 
1.99 ,4.80 
4.74 ,6.16 
9.79 ,8.55 
6.63 ,3.25 
4.11 ,0.43 
2.82 ,7.89 
3.39 ,6.93 
3.96 ,7.02 
9.84 ,7.01 
6.94 ,7.98 
9.46 ,9.98 
7.23 ,9.76 
3.22 ,8.81 
6.19 ,0.96 
6.93 ,7.26 
4.56 ,3.55 
5.04 ,9.20 
8.54 ,3.70 
7.65 ,5.00 
5.16 ,6.64 
1.22 ,6.90 
1.91 ,6.34 
7.07 ,0.24 
1.78 ,5.88 
8.39 ,0.34 
7.47 ,8.49 
8.80 ,5.80 
7.28 ,2.49 
7.05 ,7.25 
9.58 ,1.13 
6.88 ,6.22 
2.60 ,5.98 
0.47 ,3.63 
9.73 ,9.31 
2.16 ,7.60 
0.64 ,8.48 
3.49 ,8.22 
6.34 ,6.54 
4.93 ,0.80 
1.17 ,5.79 
3.77 ,5.88 
3.69 ,9.39 
5.67 ,2.65 
5.88 ,6.91 
4.11 ,4.62 
0.28 ,4.89 
9.10 ,7.86 
6.75 ,4.67 
4.38 ,5.93 
5.88 ,5.98 
7.64 ,7.97 
1.20 ,0.37 
2.25 ,5.32 
5.83 ,5.35 
9.11 ,2.18 
1.92 ,2.52 
9.52 ,1.06 
2.09 ,5.47 
6.35 ,3.01 
9.26 ,3.71 
4.11 ,3.06 
7.15 ,0.66 
2.22 ,3.02 
4.49 ,5.39 
6.41 ,9.59 
1.74 ,5.55 
0.76 ,8.19 
9.79 ,9.03 
4.22 ,0.96 
5.21 ,1.70 
1.00 ,8.44 
9.42 ,2.09 
9.55 ,3.57 
0.29 ,9.78 
8.44 ,4.89 
5.26 ,8.55 
3.40 ,5.41 
2.30 ,8.61 
1.49 ,9.28 
2.62 ,8.18 
2.79 ,0.81 
9.34 ,3.78 
4.39 ,8.72 
3.30 ,2.10 
1.52 ,7.79 
9.82 ,1.11 
8.53 ,2.44 
3.06 ,7.95 
9.25 ,8.09 
9.24 ,3.88 
1.20 ,2.99 
1.43 ,2.23 
2.43 ,1.01 
7.65 ,9.39 
8.86 ,3.38 
3.34 ,2.62 
5.85 ,7.44 
8.36 ,3.23 
5.20 ,4.73 
9.69 ,3.80 
2.68 ,5.68 
6.09 ,5.15 
3.21 ,4.52 
3.98 ,8.99 
0.03 ,1.17 
7.90 ,7.12 
9.05 ,3.01 
6.82 ,6.12 
1.74 ,8.64 
0.47 ,9.44 
7.56 ,3.61 
8.25 ,2.17 
2.69 ,6.83 
3.66 ,7.91 
0.17 ,8.41 
6.33 ,1.98 
0.20 ,3.73 
9.81 ,7.42 
0.00 ,4.12 
5.46 ,1.68 
0.26 ,7.35 
1.69 ,7.55 
5.72 ,3.09 
0.46 ,1.04 
6.63 ,5.85 
4.92 ,2.11 
3.43 ,2.17 
1.59 ,9.63 
2.11 ,1.95 
6.19 ,1.84 
9.39 ,7.45 
3.99 ,0.06 
4.84 ,7.15 
6.06 ,6.31 
6.03 ,5.95 
1.30 ,9.35 
6.49 ,5.24 
5.17 ,5.14 
0.75 ,6.20 
7.92 ,1.71 
5.12 ,5.65 
7.27 ,2.40 
9.67 ,6.92 
4.09 ,0.44 
9.07 ,8.29 
6.58 ,4.15 
0.48 ,8.25 
0.93 ,4.60 
2.85 ,2.95 
7.63 ,3.61 
7.83 ,0.70 
4.15 ,9.66 
4.28 ,7.30 
1.51 ,6.95 
2.56 ,6.82 
8.38 ,3.25 
2.02 ,5.12 
8.38 ,9.87 
6.34 ,0.68 
3.26 ,5.60 
9.39 ,3.46 
9.07 ,7.83 
8.16 ,1.93 
0.82 ,5.60 
2.74 ,8.53 
9.41 ,5.74 
6.40 ,9.03 
5.28 ,7.22 
